"Semana","Temporada","Clave_producto","Precio_semanal"
"3","2017-2018",221201,91.0585254259132
"3","2017-2018",230202,150.572687405183
"3","2017-2018",330202,143.727272727273
"3","2017-2018",341001,85.6473214285714
"3","2017-2018",450210,350
"4","2013-2014",10201,37.4482842049527
"4","2013-2014",30201,37
"4","2014-2015",10201,80.1259774671656
"4","2014-2015",10204,156.666666666667
"4","2014-2015",61301,70
"4","2014-2015",80201,85
"4","2014-2015",90301,105
"4","2014-2015",120301,110.678016583828
"4","2014-2015",130201,55
"4","2014-2015",200202,94.3683805838728
"4","2014-2015",210401,237.580357142857
"4","2014-2015",230202,129.130136662411
"4","2015-2016",10201,150.406851514493
"4","2015-2016",10204,171
"4","2015-2016",61301,103.126404200156
"4","2015-2016",120301,187.5
"4","2015-2016",130201,67.1428571428571
"4","2015-2016",140201,68
"4","2015-2016",210402,450
"4","2015-2016",210404,705.590692134094
"4","2015-2016",221201,115
"4","2015-2016",230202,176.497171760485
"4","2015-2016",311001,115
"4","2015-2016",341001,112.709568745866
"4","2015-2016",380204,200
"4","2016-2017",10201,132.05931489435
"4","2016-2017",10204,180
"4","2016-2017",61301,108.333333333333
"4","2016-2017",101001,105
"4","2016-2017",120301,162.800152204529
"4","2016-2017",130201,50
"4","2016-2017",210401,386.666666666667
"4","2016-2017",210402,500
"4","2016-2017",210404,610
"4","2016-2017",221201,112
"4","2016-2017",230202,165.059195136998
"4","2016-2017",442001,257.179487179487
"4","2017-2018",10201,98.2871287988937
"4","2017-2018",10204,187.727034617295
"4","2017-2018",61301,100
"4","2017-2018",101001,90
"4","2017-2018",120301,134.548106563153
"4","2017-2018",210401,302.5
"4","2017-2018",210402,416.666666666667
"4","2017-2018",210404,800
"4","2017-2018",210410,870
"4","2017-2018",221201,91.7217181673039
"4","2017-2018",230202,155.401074675835
"4","2017-2018",330202,153.333333333333
"4","2017-2018",341001,93.184765502046
"4","2017-2018",450210,286.010362694301
"5","2013-2014",10201,41.0725540295734
"5","2013-2014",30201,40.6
"5","2014-2015",10201,79.4086207601239
"5","2014-2015",10204,155
"5","2014-2015",61301,72.6965601965602
"5","2014-2015",90301,115
"5","2014-2015",120301,107.14526217401
"5","2014-2015",130201,42
"5","2014-2015",140204,180
"5","2014-2015",200202,92.4204975532178
"5","2014-2015",210401,212.971153846154
"5","2014-2015",230202,136.193247056967
"5","2014-2015",281301,40
"5","2015-2016",10201,153.548818143817
"5","2015-2016",10204,152.962962962963
"5","2015-2016",61301,106.817298484118
"5","2015-2016",120301,182
"5","2015-2016",130201,60
"5","2015-2016",140201,63.1769087626873
"5","2015-2016",210402,483.333333333333
"5","2015-2016",210404,685
"5","2015-2016",221201,113.333333333333
"5","2015-2016",230202,179.108806493683
"5","2015-2016",311001,112.5
"5","2015-2016",380204,200
"5","2016-2017",10201,139.46915644333
"5","2016-2017",10204,215.604838709677
"5","2016-2017",61301,113.333333333333
"5","2016-2017",101001,110
"5","2016-2017",120301,163.56196566634
"5","2016-2017",130201,50
"5","2016-2017",210401,420
"5","2016-2017",210402,500
"5","2016-2017",210404,610
"5","2016-2017",221201,113
"5","2016-2017",230202,168.220914480768
"5","2016-2017",330202,170
"5","2016-2017",401004,185
"5","2017-2018",10201,105.529620061572
"5","2017-2018",10204,181.764387888519
"5","2017-2018",61301,89.3399935451692
"5","2017-2018",101001,90
"5","2017-2018",120301,143.657730444363
"5","2017-2018",210401,330.854248799719
"5","2017-2018",210402,450
"5","2017-2018",210404,800
"5","2017-2018",210410,907.5
"5","2017-2018",221201,97.7243411169282
"5","2017-2018",230202,160.353444196571
"5","2017-2018",341001,99.5177132766803
"5","2017-2018",450210,285
"6","2013-2014",10201,47.0188006528073
"6","2013-2014",30201,56
"6","2014-2015",10201,84.3416397229967
"6","2014-2015",10204,160
"6","2014-2015",61301,74.6075268817204
"6","2014-2015",90301,119.68250798722
"6","2014-2015",120301,117.66929618001
"6","2014-2015",130201,47.5
"6","2014-2015",140201,65
"6","2014-2015",140301,65
"6","2014-2015",200202,98.7097472465678
"6","2014-2015",210401,206.632302405498
"6","2014-2015",230202,137.611081215947
"6","2015-2016",10201,144.32504157187
"6","2015-2016",10204,163.777777777778
"6","2015-2016",61301,100.087836251701
"6","2015-2016",120301,173.333333333333
"6","2015-2016",130201,60
"6","2015-2016",140201,60
"6","2015-2016",210402,473.2421875
"6","2015-2016",210404,650
"6","2015-2016",221201,106.666666666667
"6","2015-2016",230202,187.69104766679
"6","2015-2016",341001,82
"6","2015-2016",380204,200
"6","2016-2017",10201,135.726323086723
"6","2016-2017",10204,250
"6","2016-2017",61301,115
"6","2016-2017",70301,180
"6","2016-2017",120301,172.632689992226
"6","2016-2017",130201,50
"6","2016-2017",140201,50
"6","2016-2017",210401,404
"6","2016-2017",210402,475
"6","2016-2017",210404,750
"6","2016-2017",221201,117.5
"6","2016-2017",230202,166.936386428244
"6","2016-2017",330202,170
"6","2016-2017",401004,200
"6","2016-2017",450210,300
"6","2017-2018",10201,108.089984170972
"6","2017-2018",10204,179.892692594257
"6","2017-2018",61301,102.03564401402
"6","2017-2018",101001,90
"6","2017-2018",120301,153.328206886919
"6","2017-2018",210401,306.227497749775
"6","2017-2018",210402,450
"6","2017-2018",210404,675
"6","2017-2018",210410,990
"6","2017-2018",221201,108.426370767346
"6","2017-2018",230202,169.090623057529
"6","2017-2018",341001,94.9348199776804
"6","2017-2018",450210,267.671052631579
"7","2013-2014",10201,59.1576776723516
"7","2013-2014",30201,58
"7","2014-2015",10201,86.6477158599285
"7","2014-2015",30201,80
"7","2014-2015",61301,79.7374562427071
"7","2014-2015",90301,120
"7","2014-2015",101001,80
"7","2014-2015",120301,120
"7","2014-2015",130201,45
"7","2014-2015",140201,60
"7","2014-2015",140204,160
"7","2014-2015",200202,101.535898312214
"7","2014-2015",210401,206.353591160221
"7","2014-2015",221201,80
"7","2014-2015",230202,142.10448135802
"7","2014-2015",260301,45
"7","2015-2016",10201,130.197991702582
"7","2015-2016",10204,147.142857142857
"7","2015-2016",61301,94.4108754630468
"7","2015-2016",120301,170.809629901176
"7","2015-2016",130201,60
"7","2015-2016",140201,60
"7","2015-2016",210401,400
"7","2015-2016",210402,400.503086419753
"7","2015-2016",210404,650
"7","2015-2016",221201,96.2512476084885
"7","2015-2016",230202,158.39959836225
"7","2015-2016",311001,97.5
"7","2015-2016",380204,200
"7","2015-2016",390204,200
"7","2016-2017",10201,126.69256826248
"7","2016-2017",10204,241.666666666667
"7","2016-2017",61301,121.666666666667
"7","2016-2017",101001,118.333333333333
"7","2016-2017",120301,162.94603362006
"7","2016-2017",130201,50
"7","2016-2017",210401,389.694013511722
"7","2016-2017",210402,529.130434782609
"7","2016-2017",210404,766.666666666667
"7","2016-2017",221201,127.569139986343
"7","2016-2017",230202,168.515196786498
"7","2016-2017",341001,125
"7","2016-2017",401004,200
"7","2016-2017",450210,300
"7","2017-2018",10201,110.01241759323
"7","2017-2018",10204,184.228161190204
"7","2017-2018",61301,99.0059772871088
"7","2017-2018",101001,105
"7","2017-2018",120301,156.039157025267
"7","2017-2018",210401,315.290237744582
"7","2017-2018",210402,435.771604938272
"7","2017-2018",210404,551.190476190476
"7","2017-2018",210410,1020
"7","2017-2018",221201,107.793787786859
"7","2017-2018",230202,169.149738607583
"7","2017-2018",330202,175
"7","2017-2018",341001,103.476298980327
"7","2017-2018",450210,281.427595692545
"8","2013-2014",10201,70.6723322418715
"8","2013-2014",30201,68.7904458598726
"8","2014-2015",10201,88.7931273759024
"8","2014-2015",10204,160
"8","2014-2015",30201,90
"8","2014-2015",61301,78.5897435897436
"8","2014-2015",70301,120
"8","2014-2015",80201,87
"8","2014-2015",90301,130
"8","2014-2015",120301,120
"8","2014-2015",130201,68.6931818181818
"8","2014-2015",140201,65
"8","2014-2015",200202,105
"8","2014-2015",210401,210
"8","2014-2015",210402,226.666666666667
"8","2014-2015",221201,80
"8","2014-2015",230202,140.641103672144
"8","2015-2016",10201,118.945563508899
"8","2015-2016",10204,129.607843137255
"8","2015-2016",61301,106.71438172043
"8","2015-2016",120301,164.842096560847
"8","2015-2016",130201,60
"8","2015-2016",140201,60
"8","2015-2016",210401,392
"8","2015-2016",210402,443.418171866448
"8","2015-2016",210404,652.053140096618
"8","2015-2016",221201,102.895671476138
"8","2015-2016",230202,157.431910203989
"8","2015-2016",311001,95
"8","2015-2016",380204,200
"8","2015-2016",390204,200
"8","2016-2017",10201,127.136294438955
"8","2016-2017",10204,320
"8","2016-2017",61301,122.5
"8","2016-2017",101001,125
"8","2016-2017",120301,161.82423719902
"8","2016-2017",130201,50
"8","2016-2017",210401,390
"8","2016-2017",210402,514.558404558405
"8","2016-2017",210404,805.252525252525
"8","2016-2017",221201,133
"8","2016-2017",230202,193.046287860441
"8","2016-2017",341001,125
"8","2016-2017",401004,250
"8","2016-2017",450210,300
"8","2017-2018",10201,112.139315724803
"8","2017-2018",10204,180.479593880202
"8","2017-2018",61301,103.407883014008
"8","2017-2018",101001,105
"8","2017-2018",120301,157.552383183645
"8","2017-2018",210401,336.237623762376
"8","2017-2018",210402,436
"8","2017-2018",210404,575.27069449799
"8","2017-2018",210410,982.5
"8","2017-2018",221201,106.866804617836
"8","2017-2018",230202,174.696635744148
"8","2017-2018",341001,101.666666666667
"8","2017-2018",450210,334
"9","2013-2014",10201,87.6830034330608
"9","2013-2014",30201,86.6463839527103
"9","2013-2014",70301,126.451169188446
"9","2014-2015",10201,90.3901014274099
"9","2014-2015",10204,183
"9","2014-2015",61301,79.6490032177711
"9","2014-2015",80201,87
"9","2014-2015",90301,125
"9","2014-2015",101001,80
"9","2014-2015",120301,118.830985915493
"9","2014-2015",130201,45
"9","2014-2015",140201,65
"9","2014-2015",140204,220
"9","2014-2015",200202,104.487472704287
"9","2014-2015",210401,210
"9","2014-2015",210402,280
"9","2014-2015",210404,550
"9","2014-2015",221201,80
"9","2014-2015",230202,144.759482758621
"9","2015-2016",10201,126.032276259847
"9","2015-2016",10204,120
"9","2015-2016",61301,105.7899543379
"9","2015-2016",101001,110
"9","2015-2016",120301,175.714285714286
"9","2015-2016",130201,49.2370044052863
"9","2015-2016",140201,60
"9","2015-2016",210401,366.666666666667
"9","2015-2016",210402,487.290378367047
"9","2015-2016",210404,663.44696969697
"9","2015-2016",221201,111.11578525641
"9","2015-2016",230202,168.084543536797
"9","2015-2016",341001,110
"9","2015-2016",380204,200
"9","2015-2016",390204,200
"9","2016-2017",10201,119.818789884153
"9","2016-2017",10204,278.682170542636
"9","2016-2017",61301,119.056603773585
"9","2016-2017",101001,120
"9","2016-2017",120301,162.931544892031
"9","2016-2017",130201,50
"9","2016-2017",210401,380
"9","2016-2017",210402,528.518518518518
"9","2016-2017",210404,846.666666666667
"9","2016-2017",221201,127.09724762844
"9","2016-2017",230202,186.548209510529
"9","2016-2017",401004,250
"9","2016-2017",450210,325
"9","2017-2018",10201,117.128552478444
"9","2017-2018",10204,194.906088480526
"9","2017-2018",61301,104.697637838951
"9","2017-2018",101001,104.270833333333
"9","2017-2018",120301,161.126546545192
"9","2017-2018",210401,330
"9","2017-2018",210402,447.960583623693
"9","2017-2018",210404,600
"9","2017-2018",210410,1012.80487804878
"9","2017-2018",221201,108.554335647488
"9","2017-2018",230202,177.108578348021
"9","2017-2018",341001,98.8261988197125
"9","2017-2018",450210,350.380678672352
"10","2013-2014",10201,102.522775775949
"10","2013-2014",30201,103.414143558308
"10","2013-2014",61301,83.2563158132598
"10","2013-2014",70301,120.81981981982
"10","2014-2015",0,NA
"10","2014-2015",10201,89.8993899282167
"10","2014-2015",10204,197.666666666667
"10","2014-2015",61301,103.745421245421
"10","2014-2015",70301,120
"10","2014-2015",120301,120
"10","2014-2015",140201,65
"10","2014-2015",160202,150
"10","2014-2015",200202,105
"10","2014-2015",210401,210.257947805457
"10","2014-2015",210402,280
"10","2014-2015",210404,550
"10","2014-2015",230202,150
"10","2014-2015",270201,46.6666666666667
"10","2015-2016",10201,112
"10","2015-2016",10204,120
"10","2015-2016",61301,104.357142857143
"10","2015-2016",120301,160
"10","2015-2016",130201,60
"10","2015-2016",140201,55
"10","2015-2016",210401,356
"10","2015-2016",210402,477.857142857143
"10","2015-2016",210404,675
"10","2015-2016",221201,103.660409139732
"10","2015-2016",230202,154.382042455083
"10","2015-2016",380204,220
"10","2015-2016",390204,210
"10","2015-2016",401004,190
"10","2016-2017",10201,119.614023120237
"10","2016-2017",10204,301.886956521739
"10","2016-2017",61301,124.180509583822
"10","2016-2017",101001,118.310344827586
"10","2016-2017",120301,155.171412591094
"10","2016-2017",130201,50
"10","2016-2017",210401,327.547892720306
"10","2016-2017",210402,490.758483033932
"10","2016-2017",210404,908.704209883323
"10","2016-2017",221201,125.584749781508
"10","2016-2017",230202,165.551838509293
"10","2016-2017",401004,270
"10","2016-2017",450210,350
"10","2017-2018",10201,121.414462766858
"10","2017-2018",10204,212.258755390762
"10","2017-2018",61301,107.002772425895
"10","2017-2018",101001,115
"10","2017-2018",120301,162.974336383525
"10","2017-2018",210401,346.042105263158
"10","2017-2018",210402,508.467532467532
"10","2017-2018",210404,589.439655172414
"10","2017-2018",210410,1018.03592814371
"10","2017-2018",221201,113.068322832846
"10","2017-2018",230202,186.117409473781
"10","2017-2018",341001,105.619719329137
"10","2017-2018",450210,370
"11","2013-2014",10201,111.103414823235
"11","2013-2014",30201,111.354822006472
"11","2013-2014",61301,84.0348182283666
"11","2014-2015",0,NA
"11","2014-2015",10201,89.2775822092058
"11","2014-2015",10203,185
"11","2014-2015",61301,83.5237095839123
"11","2014-2015",130201,45
"11","2014-2015",140201,65
"11","2014-2015",140204,160
"11","2014-2015",200202,108.552631578947
"11","2014-2015",210401,220.521238444096
"11","2014-2015",210402,280
"11","2014-2015",230202,150
"11","2014-2015",270201,51
"11","2014-2015",270204,220
"11","2015-2016",10201,105.804165529444
"11","2015-2016",10204,120
"11","2015-2016",61301,95
"11","2015-2016",101001,95
"11","2015-2016",120301,155.760340632603
"11","2015-2016",130201,50
"11","2015-2016",140201,50
"11","2015-2016",140204,120
"11","2015-2016",210401,356.666666666667
"11","2015-2016",210402,462.375321750322
"11","2015-2016",210404,716.666666666667
"11","2015-2016",230202,154.018680967235
"11","2015-2016",380204,250
"11","2015-2016",390204,235
"11","2016-2017",10201,119.374372055057
"11","2016-2017",10204,350.467021346067
"11","2016-2017",61301,125.063920278401
"11","2016-2017",101001,130
"11","2016-2017",120301,146.712357130118
"11","2016-2017",130201,50
"11","2016-2017",210401,356.666666666667
"11","2016-2017",210402,504.832347140039
"11","2016-2017",210404,1007.94444444444
"11","2016-2017",221201,128.426910584373
"11","2016-2017",230202,161.458096372052
"11","2016-2017",401004,290
"11","2016-2017",450210,350
"11","2017-2018",10201,121.563344169692
"11","2017-2018",10204,223.140289654315
"11","2017-2018",61301,112.206381090101
"11","2017-2018",101001,111.268115942029
"11","2017-2018",120301,173.59767748694
"11","2017-2018",210401,356.666666666667
"11","2017-2018",210402,514
"11","2017-2018",210404,654.066397931244
"11","2017-2018",210410,1193.61316365627
"11","2017-2018",221201,113.729863248837
"11","2017-2018",230202,182.044287622727
"11","2017-2018",341001,115.784077548781
"11","2017-2018",450210,362
"12","2013-2014",10201,111.476513166169
"12","2013-2014",30201,111.8
"12","2013-2014",61301,82.5573857746135
"12","2013-2014",80201,95
"12","2014-2015",0,NA
"12","2014-2015",10201,89.6965341448623
"12","2014-2015",61301,83.8544763918169
"12","2014-2015",130201,45
"12","2014-2015",140201,63.7337662337662
"12","2014-2015",200202,106.428571428571
"12","2014-2015",210401,228.525460907911
"12","2014-2015",210402,280
"12","2014-2015",230202,150
"12","2014-2015",311001,84.8390557939914
"12","2015-2016",10201,120.417054506211
"12","2015-2016",10204,120
"12","2015-2016",61301,95
"12","2015-2016",120301,166.25
"12","2015-2016",130201,51
"12","2015-2016",140201,51.6666666666667
"12","2015-2016",210401,360
"12","2015-2016",210402,464.115395132622
"12","2015-2016",210404,780
"12","2015-2016",221201,95
"12","2015-2016",230202,164.975681333605
"12","2015-2016",341001,95
"12","2015-2016",380204,300
"12","2015-2016",390204,300
"12","2016-2017",10201,119.900057367134
"12","2016-2017",10204,351.952294406497
"12","2016-2017",61301,117.406612935951
"12","2016-2017",101001,117.5
"12","2016-2017",120301,142.998060743307
"12","2016-2017",130201,50
"12","2016-2017",210401,352.857142857143
"12","2016-2017",210402,470
"12","2016-2017",210404,1000
"12","2016-2017",221201,124.835897884871
"12","2016-2017",230202,164.754227282183
"12","2016-2017",330202,163.920140587726
"12","2016-2017",450210,350
"12","2017-2018",10201,123.854113570086
"12","2017-2018",10204,261.989396010808
"12","2017-2018",61301,123.371461917926
"12","2017-2018",120301,182.951892238615
"12","2017-2018",210401,370
"12","2017-2018",210402,555.646481178396
"12","2017-2018",210404,706.842929886408
"12","2017-2018",210410,1325.73626373626
"12","2017-2018",221201,122.424871456741
"12","2017-2018",230202,180.110630634516
"12","2017-2018",341001,111.753917950364
"12","2017-2018",450210,330
"12","2017-2018",491001,105.833333333333
"13","2013-2014",10201,107.441932226647
"13","2013-2014",30201,100
"13","2013-2014",61301,82.1724351521316
"13","2013-2014",80201,99.7376755480575
"13","2014-2015",10201,90.8550596930911
"13","2014-2015",61301,87.4083713669238
"13","2014-2015",101001,85
"13","2014-2015",130201,70
"13","2014-2015",140201,68
"13","2014-2015",160202,150
"13","2014-2015",200202,108.333333333333
"13","2014-2015",210401,242.85315918683
"13","2014-2015",210402,280
"13","2014-2015",230202,146.641104294479
"13","2014-2015",311001,85
"13","2015-2016",10201,128.050921982287
"13","2015-2016",61301,95.1951219512195
"13","2015-2016",101001,95
"13","2015-2016",120301,165.333333333333
"13","2015-2016",130201,68.3414492099699
"13","2015-2016",140201,55
"13","2015-2016",210401,374.947916666667
"13","2015-2016",210402,332.275970115968
"13","2015-2016",210404,900
"13","2015-2016",221201,97.3377812663527
"13","2015-2016",230202,168.764880038875
"13","2015-2016",341001,115
"13","2015-2016",380204,380
"13","2015-2016",390204,385.833702337023
"13","2015-2016",410401,360
"13","2016-2017",10201,123.751176658612
"13","2016-2017",10204,380.433479638951
"13","2016-2017",61301,117.5
"13","2016-2017",101001,116.666666666667
"13","2016-2017",120301,142.563980604789
"13","2016-2017",130201,50
"13","2016-2017",210401,360
"13","2016-2017",210402,480
"13","2016-2017",210404,1000
"13","2016-2017",221201,121.901761169444
"13","2016-2017",230202,161.491684392619
"13","2016-2017",330202,161.052631578947
"13","2016-2017",450210,400
"13","2017-2018",10201,128.761257167218
"13","2017-2018",10204,288.955985857888
"13","2017-2018",61301,127.298349381425
"13","2017-2018",120301,192.93783526376
"13","2017-2018",210401,459.416666666667
"13","2017-2018",210402,527.767543859649
"13","2017-2018",210404,875.78125
"13","2017-2018",210410,1200
"13","2017-2018",221201,126.125833206085
"13","2017-2018",230202,178.238407873681
"13","2017-2018",330202,200
"13","2017-2018",341001,113.428024282022
"13","2017-2018",450210,394.534157363105
"14","2013-2014",10201,103.469086224335
"14","2013-2014",30201,101
"14","2013-2014",61301,80.5866138713862
"14","2013-2014",80201,98.2305890175859
"14","2013-2014",90301,135.100037249817
"14","2014-2015",0,NA
"14","2014-2015",10201,84.9911402852977
"14","2014-2015",61301,77.5161729840014
"14","2014-2015",70301,120
"14","2014-2015",101001,75
"14","2014-2015",120301,120
"14","2014-2015",130201,53.3749209694415
"14","2014-2015",140204,160
"14","2014-2015",200202,106.724298115727
"14","2014-2015",210401,200
"14","2014-2015",230202,136.674129561433
"14","2015-2016",10201,126.864803742356
"14","2015-2016",10204,260.384615384615
"14","2015-2016",61301,94.4798304714137
"14","2015-2016",101001,90
"14","2015-2016",120301,165.894495412844
"14","2015-2016",130201,44.9163533834586
"14","2015-2016",140201,55
"14","2015-2016",210401,355
"14","2015-2016",210402,450
"14","2015-2016",210404,866.666666666667
"14","2015-2016",221201,98.1290046582233
"14","2015-2016",230202,161.822309786917
"14","2015-2016",341001,90
"14","2015-2016",380204,470
"14","2015-2016",390204,460.488106213036
"14","2016-2017",10201,132.766040055665
"14","2016-2017",10204,420
"14","2016-2017",61301,116.666666666667
"14","2016-2017",101001,120
"14","2016-2017",120301,155.271481444552
"14","2016-2017",130201,50
"14","2016-2017",210401,373.333333333333
"14","2016-2017",210402,486.666666666667
"14","2016-2017",210404,1000
"14","2016-2017",221201,123.812755647305
"14","2016-2017",230202,159.535171823348
"14","2016-2017",330202,170
"14","2016-2017",450210,450
"14","2017-2018",10201,135.92406013174
"14","2017-2018",10204,271.91184949586
"14","2017-2018",61301,123.452012452573
"14","2017-2018",101001,125
"14","2017-2018",120301,187.918401274475
"14","2017-2018",210401,360
"14","2017-2018",210402,480
"14","2017-2018",210404,842.025
"14","2017-2018",210410,1050
"14","2017-2018",221201,118.759434981745
"14","2017-2018",230202,178.470134973027
"14","2017-2018",341001,118.733819894694
"14","2017-2018",450210,333.333333333333
"15","2013-2014",10201,105.905161612638
"15","2013-2014",30201,104.285714285714
"15","2013-2014",61301,80.3235758000676
"15","2013-2014",70301,140
"15","2013-2014",80201,106
"15","2013-2014",90301,137.379796871105
"15","2014-2015",10201,80.5446701275797
"15","2014-2015",61301,73.3571439896835
"15","2014-2015",70301,115
"15","2014-2015",120301,123.865509339952
"15","2014-2015",130201,47.5
"15","2014-2015",140204,160
"15","2014-2015",160202,135
"15","2014-2015",200202,109.51286380942
"15","2014-2015",210401,234.090909090909
"15","2014-2015",210402,280
"15","2014-2015",221201,71.9033489372384
"15","2014-2015",230202,142.138304516935
"15","2014-2015",311001,71.8801185843987
"15","2015-2016",10201,122.667258783265
"15","2015-2016",10204,328.181818181818
"15","2015-2016",61301,94.5647942157953
"15","2015-2016",120301,160.744297719088
"15","2015-2016",130201,64.1666666666667
"15","2015-2016",140201,64
"15","2015-2016",210401,368.676198860919
"15","2015-2016",210402,450
"15","2015-2016",210404,900
"15","2015-2016",221201,91.7560120240481
"15","2015-2016",230202,171.165156054758
"15","2015-2016",341001,96.6666666666667
"15","2015-2016",380204,450
"15","2015-2016",390204,455.997848305541
"15","2016-2017",10201,151.001044260514
"15","2016-2017",10204,396
"15","2016-2017",61301,115
"15","2016-2017",70301,200
"15","2016-2017",101001,115
"15","2016-2017",120301,189.537701104865
"15","2016-2017",130201,30
"15","2016-2017",210401,405.847619047619
"15","2016-2017",210402,500
"15","2016-2017",210404,1000
"15","2016-2017",221201,121.141091485566
"15","2016-2017",230202,168.567501029079
"15","2016-2017",450210,450
"15","2017-2018",10201,127.373975913066
"15","2017-2018",10204,210.512542943276
"15","2017-2018",61301,91.5782606841449
"15","2017-2018",70301,189.134901727219
"15","2017-2018",120301,179.370216121758
"15","2017-2018",210401,400.709219858156
"15","2017-2018",210402,420
"15","2017-2018",210404,847.227272727273
"15","2017-2018",210410,1050
"15","2017-2018",221201,109.761571144404
"15","2017-2018",230202,155.307513768862
"15","2017-2018",330202,151.478615035891
"15","2017-2018",341001,110.919439511468
"15","2017-2018",450210,307.711981881724
"16","2013-2014",10201,104.707662020155
"16","2013-2014",30201,103
"16","2013-2014",61301,80.9819223985891
"16","2013-2014",70301,140
"16","2013-2014",80201,106.729824561404
"16","2013-2014",90301,139.92927864215
"16","2014-2015",10201,80.7189192784875
"16","2014-2015",61301,74.5314157082337
"16","2014-2015",70301,120
"16","2014-2015",101001,74.0740740740741
"16","2014-2015",120301,115.855925334195
"16","2014-2015",130201,45
"16","2014-2015",140201,68.4049079754601
"16","2014-2015",140204,160
"16","2014-2015",160202,150
"16","2014-2015",200202,108.990726240497
"16","2014-2015",210401,227.381512820513
"16","2014-2015",210402,280
"16","2014-2015",221201,72.4018392032663
"16","2014-2015",230202,149.067469392063
"16","2014-2015",311001,74.8843537414966
"16","2015-2016",10201,115.96975645241
"16","2015-2016",10204,130
"16","2015-2016",61301,100.37118706358
"16","2015-2016",120301,157.380013149244
"16","2015-2016",130201,58.5714285714286
"16","2015-2016",140201,58
"16","2015-2016",210401,358.758620689655
"16","2015-2016",210402,450
"16","2015-2016",210404,750
"16","2015-2016",221201,100.770440251572
"16","2015-2016",230202,170.675261083306
"16","2015-2016",341001,90
"16","2015-2016",380204,400
"16","2015-2016",390204,383.333333333333
"16","2015-2016",410401,360
"16","2016-2017",10201,154.357357479912
"16","2016-2017",10204,270.869616869617
"16","2016-2017",61301,119.494441209903
"16","2016-2017",70301,195.856481481481
"16","2016-2017",101001,120
"16","2016-2017",120301,197.175860443187
"16","2016-2017",130201,30
"16","2016-2017",210401,449.337662337662
"16","2016-2017",210402,549.655172413793
"16","2016-2017",210404,800
"16","2016-2017",221201,126.622421372866
"16","2016-2017",230202,185.2929258721
"16","2016-2017",450210,350
"16","2017-2018",10201,106.42572519904
"16","2017-2018",10204,190.189729905565
"16","2017-2018",61301,87.7869025223787
"16","2017-2018",101001,135
"16","2017-2018",120301,141.950133871268
"16","2017-2018",210401,359.070403146509
"16","2017-2018",210402,367.5
"16","2017-2018",210404,900
"16","2017-2018",210410,880.932308421406
"16","2017-2018",221201,91.6816754906199
"16","2017-2018",230202,128.158720315413
"16","2017-2018",330202,145.429235365646
"16","2017-2018",341001,103.237123782725
"16","2017-2018",450210,300
"17","2013-2014",10201,101.556343677551
"17","2013-2014",30201,106
"17","2013-2014",61301,80.0318761384335
"17","2013-2014",70301,140
"17","2013-2014",80201,97.5401121434195
"17","2013-2014",90301,140
"17","2013-2014",101001,80.0862998921251
"17","2014-2015",0,NA
"17","2014-2015",10201,81.2151524420522
"17","2014-2015",61301,75
"17","2014-2015",120301,111.189949719842
"17","2014-2015",130201,47.5540540540541
"17","2014-2015",140204,160
"17","2014-2015",200202,101.008698868316
"17","2014-2015",210401,211.543546365915
"17","2014-2015",210402,277.20173985087
"17","2014-2015",210404,420
"17","2014-2015",221201,69.898097826087
"17","2014-2015",230202,140.94036854633
"17","2014-2015",311001,92.1645021645022
"17","2015-2016",10201,100.205131984363
"17","2015-2016",10204,120
"17","2015-2016",101001,85
"17","2015-2016",120301,144.285714285714
"17","2015-2016",130201,53
"17","2015-2016",140201,52.1428571428571
"17","2015-2016",210401,306
"17","2015-2016",210402,435
"17","2015-2016",210404,700
"17","2015-2016",221201,81.25
"17","2015-2016",230202,152.305586244739
"17","2015-2016",341001,75
"17","2015-2016",390204,300
"17","2016-2017",10201,145.791232946053
"17","2016-2017",10204,200
"17","2016-2017",70301,200
"17","2016-2017",120301,187.255893178813
"17","2016-2017",130201,30
"17","2016-2017",210401,414
"17","2016-2017",210402,589.777777777778
"17","2016-2017",210404,740
"17","2016-2017",221201,117.026646517943
"17","2016-2017",230202,182.699958234812
"17","2016-2017",450210,250
"17","2017-2018",10201,69.6898966009446
"17","2017-2018",10204,194.402316038753
"17","2017-2018",61301,67.1601491686953
"17","2017-2018",70301,140
"17","2017-2018",120301,121.719817164982
"17","2017-2018",210401,180
"17","2017-2018",210402,316.271186440678
"17","2017-2018",210404,589.709762532982
"17","2017-2018",210410,890.841807970275
"17","2017-2018",221201,69.8154616165277
"17","2017-2018",230202,119.03788870664
"17","2017-2018",330202,140
"17","2017-2018",450210,307.970729973398
"18","2013-2014",10201,90.860218202655
"18","2013-2014",70301,136.308168428662
"18","2013-2014",80201,81.5810291438056
"18","2013-2014",90301,134
"18","2013-2014",101001,80.0587871287129
"18","2014-2015",10201,79.3959377295711
"18","2014-2015",101001,70
"18","2014-2015",120301,103.696440319062
"18","2014-2015",130201,47.5688559322034
"18","2014-2015",160202,137.444751381215
"18","2014-2015",200202,85.8886488327216
"18","2014-2015",210401,185.977758929413
"18","2014-2015",210402,259.074074074074
"18","2014-2015",210404,420
"18","2014-2015",230202,125.683350401092
"18","2014-2015",311001,67.9067855955942
"18","2015-2016",10201,82.9636313724121
"18","2015-2016",10204,100
"18","2015-2016",101001,60
"18","2015-2016",120301,125
