"Semana","Temporada","Clave_producto","Precio_semanal"
"18","2015-2016",130201,43.3333333333333
"18","2015-2016",140201,44
"18","2015-2016",210401,242.5
"18","2015-2016",210402,385
"18","2015-2016",210404,600
"18","2015-2016",221201,65
"18","2015-2016",230202,150.01088894932
"18","2015-2016",390204,200
"18","2016-2017",10201,132.618536121644
"18","2016-2017",10204,210
"18","2016-2017",70301,168.666666666667
"18","2016-2017",101001,110
"18","2016-2017",120301,178.571428571429
"18","2016-2017",130201,30
"18","2016-2017",210401,356.70913965241
"18","2016-2017",210402,390
"18","2016-2017",210404,633.333333333333
"18","2016-2017",221201,106.484879682203
"18","2016-2017",230202,163.524417576177
"18","2016-2017",450210,250
"18","2017-2018",10201,70.9422492401216
"18","2017-2018",10204,203.07322111788
"18","2017-2018",120301,115.482620986334
"18","2017-2018",210401,251.035742473785
"18","2017-2018",210402,360
"18","2017-2018",210404,660
"18","2017-2018",210410,850
"18","2017-2018",221201,70.1769780878269
"18","2017-2018",230202,101.289900587394
"18","2017-2018",450210,274.356357490046
"19","2013-2014",10201,77.9222535408519
"19","2013-2014",30201,76.5
"19","2013-2014",70301,131.840675242353
"19","2013-2014",80201,78.9791295552556
"19","2013-2014",90301,125.178571428571
"19","2013-2014",101001,78.1549815498155
"19","2014-2015",10201,72.426731223706
"19","2014-2015",120301,84.2305763376983
"19","2014-2015",140204,160
"19","2014-2015",200202,71.4975427739352
"19","2014-2015",210401,163.225806451613
"19","2014-2015",210402,210
"19","2014-2015",210404,420
"19","2014-2015",230202,104.288800753062
"19","2014-2015",311001,65
"19","2015-2016",10201,64.9358899933438
"19","2015-2016",10204,100
"19","2015-2016",120301,100
"19","2015-2016",130201,38.3333333333333
"19","2015-2016",140201,40
"19","2015-2016",210401,212.5
"19","2015-2016",210402,325
"19","2015-2016",210404,466.666666666667
"19","2015-2016",221201,60
"19","2015-2016",230202,134.894087971645
"19","2016-2017",10201,117.621303429221
"19","2016-2017",10204,193.333333333333
"19","2016-2017",70301,166.56536192717
"19","2016-2017",101001,100
"19","2016-2017",120301,173.675578513885
"19","2016-2017",210401,327.969230769231
"19","2016-2017",210402,380
"19","2016-2017",210404,600
"19","2016-2017",221201,100.380129908474
"19","2016-2017",230202,154.853820799189
"19","2016-2017",450210,220
"19","2017-2018",10201,80.6046095877124
"19","2017-2018",10204,186.270598329422
"19","2017-2018",120301,111.029622189106
"19","2017-2018",170201,63.3795654006822
"19","2017-2018",210401,249.908339324227
"19","2017-2018",210402,300
"19","2017-2018",210404,720
"19","2017-2018",210410,900
"19","2017-2018",221201,63.9795918367347
"19","2017-2018",230202,105.974093520245
"19","2017-2018",450210,217.966860741777
"20","2013-2014",10201,65.1602175400981
"20","2013-2014",70301,121.418822096252
"20","2013-2014",80201,70.7291971824248
"20","2013-2014",90301,121.512497958193
"20","2013-2014",101001,70
"20","2014-2015",10201,62.5057158545284
"20","2014-2015",120301,63.3069283029613
"20","2014-2015",200202,84.4701986754967
"20","2014-2015",210401,156.167883211679
"20","2014-2015",210402,210
"20","2014-2015",210404,429.017475686924
"20","2014-2015",230202,93.2447995649102
"20","2014-2015",311001,60
"20","2015-2016",10201,59.2161662850131
"20","2015-2016",10204,92
"20","2015-2016",90301,80
"20","2015-2016",120301,85.7142857142857
"20","2015-2016",130201,37
"20","2015-2016",140201,35
"20","2015-2016",210401,198
"20","2015-2016",210402,306.666666666667
"20","2015-2016",210404,376.666666666667
"20","2015-2016",221201,58.3333333333333
"20","2015-2016",230202,133.353784476342
"20","2016-2017",10201,101.515626330336
"20","2016-2017",10204,180
"20","2016-2017",70301,155.286030063779
"20","2016-2017",101001,100
"20","2016-2017",120301,147.324091375694
"20","2016-2017",210401,317.829731521084
"20","2016-2017",210402,374.25
"20","2016-2017",210404,588.571428571429
"20","2016-2017",221201,100.24059747665
"20","2016-2017",230202,145.195741014819
"20","2017-2018",10201,85.5177620961931
"20","2017-2018",10204,180
"20","2017-2018",120301,100.306890265454
"20","2017-2018",210401,273.700590042823
"20","2017-2018",210402,300
"20","2017-2018",210404,586.619718309859
"20","2017-2018",210410,750
"20","2017-2018",230202,113.881913810655
"20","2017-2018",450210,257.840557275542
"21","2013-2014",10201,54.6068691844554
"21","2013-2014",80201,80
"21","2013-2014",90301,111.41795513112
"21","2014-2015",10201,56.6219914567556
"21","2014-2015",120301,66.1355922284644
"21","2014-2015",130201,73.3333333333333
"21","2014-2015",140203,85
"21","2014-2015",141705,130
"21","2014-2015",141803,100
"21","2014-2015",200202,75.8371363732715
"21","2014-2015",210401,152.632362155388
"21","2014-2015",210402,206.666666666667
"21","2014-2015",210404,417.957534246575
"21","2014-2015",230202,90
"21","2015-2016",10201,56.9083254444153
"21","2015-2016",10204,80
"21","2015-2016",90301,76.6716064018969
"21","2015-2016",120301,76.6233766233766
"21","2015-2016",130201,39
"21","2015-2016",210401,180
"21","2015-2016",210402,286.302812796643
"21","2015-2016",210404,325
"21","2015-2016",221201,54
"21","2015-2016",230202,144.123102881562
"21","2016-2017",10201,86.7689920039247
"21","2016-2017",10204,180
"21","2016-2017",70301,135.032428668084
"21","2016-2017",120301,128.226990400903
"21","2016-2017",210401,275.226713304832
"21","2016-2017",210402,313.333333333333
"21","2016-2017",210404,542.857142857143
"21","2016-2017",221201,98.3816895179124
"21","2016-2017",230202,129.396253858685
"21","2017-2018",10201,90.8984948081816
"21","2017-2018",10204,174
"21","2017-2018",120301,130
"21","2017-2018",210401,272.25
"21","2017-2018",210402,300
"21","2017-2018",210404,535.035971223022
"21","2017-2018",210410,711.364294242343
"21","2017-2018",230202,120.817552657147
"21","2017-2018",450210,251.666666666667
"22","2014-2015",10201,131.632653061224
"22","2014-2015",210401,140.773692440362
"22","2014-2015",210402,222
"22","2014-2015",210404,420
"22","2014-2015",270204,90
"22","2015-2016",10201,61.1524436899683
"22","2015-2016",90301,80
"22","2015-2016",120301,80
"22","2015-2016",130201,36
"22","2015-2016",140201,36
"22","2015-2016",210401,180
"22","2015-2016",210402,226.954545454545
"22","2015-2016",221201,50
"22","2015-2016",230202,130.495579972393
"22","2016-2017",10201,77.7469186080935
"22","2016-2017",70301,124.625
"22","2016-2017",120301,123.629191321499
"22","2016-2017",210401,253.333333333333
"22","2016-2017",210402,305
"22","2016-2017",210404,483.333333333333
"22","2016-2017",221201,80
"22","2016-2017",230202,130.957218355443
"22","2017-2018",10201,103.959085880534
"22","2017-2018",10204,150
"22","2017-2018",120301,130
"22","2017-2018",210401,364.14669837205
"22","2017-2018",210402,356.79435483871
"22","2017-2018",210404,497.983801145091
"22","2017-2018",210410,414.420827710301
"22","2017-2018",230202,128.368624361205
"23","2014-2015",141705,143.642333333333
"23","2014-2015",210401,110.880238095238
"23","2014-2015",210402,210
"23","2014-2015",210404,384.125560538117
"23","2014-2015",270201,48.9791666666667
"23","2015-2016",10201,87.5971982066411
"23","2015-2016",130201,36
"23","2015-2016",210401,180
"23","2015-2016",210402,233.703703703704
"23","2015-2016",210404,316.085235146345
"23","2016-2017",10201,68.2385489702563
"23","2016-2017",210401,230
"23","2016-2017",210402,300
"23","2016-2017",210404,450
"23","2016-2017",230202,125
"23","2017-2018",10201,106.915887850467
"23","2017-2018",210401,375.820948336872
"23","2017-2018",210402,390
"23","2017-2018",210404,498.333333333333
"23","2017-2018",210410,397.204301075269
"23","2017-2018",230202,133.333333333333
"24","2014-2015",141705,100
"24","2014-2015",210401,62.6703296703297
"24","2014-2015",210402,250
"24","2014-2015",270201,37.2977941176471
"24","2015-2016",210404,270
"24","2016-2017",10201,60
"24","2016-2017",210401,230
"24","2016-2017",210402,300
"24","2016-2017",210404,450.139534883721
"24","2017-2018",10201,115
"24","2017-2018",111404,390
"24","2017-2018",210402,390
"24","2017-2018",210404,390
"24","2017-2018",210410,400
"24","2017-2018",230202,150
"25","2014-2015",140201,80
"25","2014-2015",210401,193.333333333333
"25","2014-2015",210402,250
"25","2014-2015",270201,72.7425554003307
"25","2015-2016",210404,270
"25","2016-2017",210401,248
"25","2016-2017",210402,300
"25","2016-2017",210404,499.91572214502
"25","2017-2018",210401,310
"25","2017-2018",230202,190
"26","2014-2015",270201,78.9616055846422
"26","2016-2017",210401,242.5
"26","2016-2017",210402,300
"26","2016-2017",210404,507.842702392836
"26","2017-2018",10201,90
"27","2014-2015",140201,90.65625
"27","2014-2015",270201,84.6092457677824
"27","2016-2017",210404,485.92
"28","2014-2015",140201,95.1157407407407
"28","2014-2015",270201,87.1484375
"28","2016-2017",210404,384.044808802309
"29","2014-2015",140201,96.9713261648746
"29","2014-2015",270201,80
"29","2016-2017",210404,500
"30","2014-2015",140201,97.5
"30","2014-2015",270201,95
"31","2014-2015",140201,102.477477477477
"31","2014-2015",270201,93
"31","2015-2016",140201,120
"32","2014-2015",140201,107.083333333333
"32","2014-2015",270201,97.8818916126608
"32","2014-2015",321906,150
"32","2014-2015",321907,150
"32","2014-2015",321908,150
"33","2014-2015",140201,110
"33","2014-2015",270201,102.200043160238
"34","2014-2015",130201,101.231884057971
"34","2014-2015",140201,98.088954056696
"34","2014-2015",270201,97.6701428058661
